"TimeString";"Temp_hum_estatico";"Temp_sec_estatico"
"2021-04-22 00:52:21";30,05642;64,0625
"2021-04-22 00:53:21";32,33507;76,58963
"2021-04-22 00:54:21";30,12153;62,972
"2021-04-22 00:55:21";31,82509;73,69249
"2021-04-22 00:56:21";30,90278;67,82769
"2021-04-22 00:57:21";30,30056;64,68642
"2021-04-22 00:58:21";31,12522;69,18945
"2021-04-22 00:59:21";31,77083;72,61827
"2021-04-22 01:00:20";30,06727;63,08594
"2021-04-22 01:01:20";31,23372;71,04492
"2021-04-22 01:02:20";31,40191;70,92557
"2021-04-22 01:03:20";31,94444;74,73416
"2021-04-22 01:04:21";29,90451;63,70443
"2021-04-22 01:05:21";33,30078;83,12174
"2021-04-22 01:06:21";29,65495;61,61024
"2021-04-22 01:07:21";32,59549;78,71094
"2021-04-22 01:08:21";30,30056;65,18555
"2021-04-22 01:09:21";31,5918;73,18793
"2021-04-22 01:10:21";31,06554;70,00326
"2021-04-22 01:11:21";30,63694;66,29774
"2021-04-22 01:12:21";32,42188;76,81207
"2021-04-22 01:13:21";30,27344;65,9017
"2021-04-22 01:14:21";31,96072;74,89692
"2021-04-22 01:15:21";31,56467;71,77734
"2021-04-22 01:16:21";31,00586;69,43359
"2021-04-22 01:17:21";32,72569;78,15755
"2021-04-22 01:18:21";29,88281;63,30295
"2021-04-22 01:19:20";33,20313;80,33854
"2021-04-22 01:20:20";29,46506;60,41124
"2021-04-22 01:21:20";31,28255;72,78646
"2021-04-22 01:22:20";31,76541;73,16623
"2021-04-22 01:23:20";30,1378;65,47309
"2021-04-22 01:24:20";31,96072;73,22049
"2021-04-22 01:25:21";29,17752;59,85243
"2021-04-22 01:26:21";31,87934;73,21506
"2021-04-22 01:27:21";28,97678;57,73112
"2021-04-22 01:28:21";30,68034;67,76259
"2021-04-22 01:29:21";29,75803;62,59766
"2021-04-22 01:30:21";30,98958;69,78624
"2021-04-22 01:31:21";31,85764;72,34701
"2021-04-22 01:32:21";32,29709;73,14996
"2021-04-22 01:33:21";32,10178;73,14996
"2021-04-22 01:34:21";31,90104;71,57118
"2021-04-22 01:35:21";31,73828;70,56207
"2021-04-22 01:36:21";31,3151;69,58008
"2021-04-22 01:37:21";31,1849;68,45161
"2021-04-22 01:38:21";30,91363;67,46962
"2021-04-22 01:39:21";31,02213;67,38281
"2021-04-22 01:40:21";30,70747;66,57986
"2021-04-22 01:41:21";30,63151;65,75521
"2021-04-22 01:42:21";30,30056;64,97396
"2021-04-22 01:43:21";30,20833;64,22526
"2021-04-22 01:44:21";29,95334;63,11306
"2021-04-22 01:45:21";29,52474;62,18533
"2021-04-22 01:46:21";29,60069;61,33897
"2021-04-22 01:47:20";29,06901;60,68251
"2021-04-22 01:48:20";29,02561;60,102
"2021-04-22 01:49:20";28,80859;59,19054
"2021-04-22 01:50:20";28,68381;58,76194
"2021-04-22 01:51:20";28,43967;58,10547
"2021-04-22 01:52:20";28,27148;57,41103
"2021-04-22 01:53:21";28,4885;58,42014
