"TimeString";"Vol_h_estatico";"Vol_t_estatico"
"2021-04-22 00:41:21";2,154586;2,579572
"2021-04-22 00:42:21";2,212456;2,57487
"2021-04-22 00:43:21";2,154586;2,584274
"2021-04-22 00:44:21";2,190755;2,580295
"2021-04-22 00:45:21";2,209925;2,582465
"2021-04-22 00:46:21";2,16616;2,576678
"2021-04-22 00:47:21";2,231264;2,578848
"2021-04-22 00:48:21";2,171947;2,578487
"2021-04-22 00:49:21";2,136502;2,57921
"2021-04-22 00:50:21";2,18316;2,587891
"2021-04-22 00:51:21";2,126374;2,585359
"2021-04-22 00:52:21";2,093099;2,582103
"2021-04-22 00:53:21";2,172309;2,585359
"2021-04-22 00:54:21";2,141927;2,58355
"2021-04-22 00:55:21";2,100333;2,588614
"2021-04-22 00:56:21";2,145182;2,60489
"2021-04-22 00:57:21";2,111183;2,600911
"2021-04-22 00:58:21";2,100333;2,602358
"2021-04-22 00:59:21";2,187138;2,605613
"2021-04-22 01:00:20";2,125651;2,608507
"2021-04-22 01:01:20";2,173394;2,608145
"2021-04-22 01:02:20";2,133608;2,617188
"2021-04-22 01:03:20";2,204861;2,603805
"2021-04-22 01:04:21";2,10829;2,605613
"2021-04-22 01:05:21";2,156756;2,60923
"2021-04-22 01:06:21";2,085865;2,615379
"2021-04-22 01:07:21";2,115524;2,621528
"2021-04-22 01:08:21";2,070674;2,630932
"2021-04-22 01:09:21";2,111545;2,619358
"2021-04-22 01:10:21";2,062355;2,617549
"2021-04-22 01:11:21";2,046079;2,617188
"2021-04-22 01:12:21";2,10612;2,612124
"2021-04-22 01:13:21";2,076823;2,618634
"2021-04-22 01:14:21";2,092737;2,622974
"2021-04-22 01:15:21";2,043547;2,622974
"2021-04-22 01:16:21";2,125289;2,626953
"2021-04-22 01:17:21";2,075376;2,627315
"2021-04-22 01:18:21";2,076823;2,634549
"2021-04-22 01:19:20";2,119864;2,6284
"2021-04-22 01:20:20";2,073929;2,63491
"2021-04-22 01:21:20";2,116247;2,622251
"2021-04-22 01:22:20";2,017506;2,628762
"2021-04-22 01:23:20";2,089844;2,614294
"2021-04-22 01:24:20";2,039569;2,6114
"2021-04-22 01:25:21";2,00774;2,616102
"2021-04-22 01:26:21";2,055121;2,613932
"2021-04-22 01:27:21";2,007017;2,614656
"2021-04-22 01:28:21";2,05042;2,613932
"2021-04-22 01:29:21";2,017867;2,608507
"2021-04-22 01:30:21";1,997975;2,611039
"2021-04-22 01:31:21";2,056206;2,60272
"2021-04-22 01:32:21";2,016782;2,601996
"2021-04-22 01:33:21";2,021846;2,603081
"2021-04-22 01:34:21";2,068866;2,617911
"2021-04-22 01:35:21";2,011357;2,622613
"2021-04-22 01:36:21";2,061632;2,619358
"2021-04-22 01:37:21";1,978805;2,616102
"2021-04-22 01:38:21";1,993273;2,6114
"2021-04-22 01:39:21";1,986762;2,614294
"2021-04-22 01:40:21";1,986762;2,614656
"2021-04-22 01:41:21";1,987124;2,610677
"2021-04-22 01:42:21";1,956742;2,602358
"2021-04-22 01:43:21";1,982784;2,609954
"2021-04-22 01:44:21";1,97555;2,596933
